Year,SeriesCode,Страна ,Type of renewable technology,Value
2000,EG_EGY_RNEW,India,HYDROPOWER,22.377
2000,EG_EGY_RNEW,India,BIOENERGY,0.327
2001,EG_EGY_RNEW,India,SOLAR,0.005
2001,EG_EGY_RNEW,India,BIOENERGY,0.385
2001,EG_EGY_RNEW,India,HYDROPOWER,22.876
2001,EG_EGY_RNEW,India,WIND,1.449
2001,EG_EGY_RNEW,India,ALL,24.715
2002,EG_EGY_RNEW,India,WIND,1.462
2002,EG_EGY_RNEW,India,HYDROPOWER,22.52
2002,EG_EGY_RNEW,India,BIOENERGY,0.441
2002,EG_EGY_RNEW,India,SOLAR,0.006
2002,EG_EGY_RNEW,India,ALL,24.429
2003,EG_EGY_RNEW,India,HYDROPOWER,24.323
2003,EG_EGY_RNEW,India,WIND,2.202
2003,EG_EGY_RNEW,India,ALL,27.081
2003,EG_EGY_RNEW,India,SOLAR,0.007
2003,EG_EGY_RNEW,India,BIOENERGY,0.549
2004,EG_EGY_RNEW,India,HYDROPOWER,25.187
2004,EG_EGY_RNEW,India,BIOENERGY,0.66
2004,EG_EGY_RNEW,India,SOLAR,0.007
2004,EG_EGY_RNEW,India,ALL,29.209
2004,EG_EGY_RNEW,India,WIND,3.356
2005,EG_EGY_RNEW,India,WIND,3.84
2005,EG_EGY_RNEW,India,ALL,31.492
2005,EG_EGY_RNEW,India,SOLAR,0.01
2005,EG_EGY_RNEW,India,BIOENERGY,0.832
2005,EG_EGY_RNEW,India,HYDROPOWER,26.81
2006,EG_EGY_RNEW,India,HYDROPOWER,28.186
2006,EG_EGY_RNEW,India,BIOENERGY,1.065
2006,EG_EGY_RNEW,India,SOLAR,0.008
2006,EG_EGY_RNEW,India,ALL,34.645
2006,EG_EGY_RNEW,India,WIND,5.387
2007,EG_EGY_RNEW,India,WIND,6.594
2007,EG_EGY_RNEW,India,ALL,36.49
2007,EG_EGY_RNEW,India,SOLAR,0.021
2007,EG_EGY_RNEW,India,BIOENERGY,1.3
2007,EG_EGY_RNEW,India,HYDROPOWER,28.575
2008,EG_EGY_RNEW,India,HYDROPOWER,28.745
2008,EG_EGY_RNEW,India,BIOENERGY,1.834
2008,EG_EGY_RNEW,India,SOLAR,0.023
2008,EG_EGY_RNEW,India,ALL,39.089
2008,EG_EGY_RNEW,India,WIND,8.488
2009,EG_EGY_RNEW,India,WIND,8.928
2009,EG_EGY_RNEW,India,ALL,39.433
2009,EG_EGY_RNEW,India,SOLAR,0.032
2009,EG_EGY_RNEW,India,BIOENERGY,2.052
2009,EG_EGY_RNEW,India,HYDROPOWER,28.42
2010,EG_EGY_RNEW,India,HYDROPOWER,28.909
2010,EG_EGY_RNEW,India,BIOENERGY,2.535
2010,EG_EGY_RNEW,India,SOLAR,0.053
2010,EG_EGY_RNEW,India,ALL,42.123
2010,EG_EGY_RNEW,India,WIND,10.627
2011,EG_EGY_RNEW,India,WIND,12.865
2011,EG_EGY_RNEW,India,ALL,46.163
2011,EG_EGY_RNEW,India,SOLAR,0.45
2011,EG_EGY_RNEW,India,BIOENERGY,2.924
2011,EG_EGY_RNEW,India,HYDROPOWER,29.924
2012,EG_EGY_RNEW,India,HYDROPOWER,30.008
2012,EG_EGY_RNEW,India,BIOENERGY,3.083
2012,EG_EGY_RNEW,India,SOLAR,0.771
2012,EG_EGY_RNEW,India,ALL,47.435
2012,EG_EGY_RNEW,India,WIND,13.574
2013,EG_EGY_RNEW,India,WIND,14.267
2013,EG_EGY_RNEW,India,ALL,49.25
2013,EG_EGY_RNEW,India,SOLAR,1.239
2013,EG_EGY_RNEW,India,BIOENERGY,3.238
2013,EG_EGY_RNEW,India,HYDROPOWER,30.507
2014,EG_EGY_RNEW,India,HYDROPOWER,31.074
2014,EG_EGY_RNEW,India,BIOENERGY,3.848
2014,EG_EGY_RNEW,India,SOLAR,2.886
2014,EG_EGY_RNEW,India,ALL,54.992
2014,EG_EGY_RNEW,India,WIND,17.185
2015,EG_EGY_RNEW,India,WIND,18.965
2015,EG_EGY_RNEW,India,ALL,59.4
2015,EG_EGY_RNEW,India,SOLAR,4.304
2015,EG_EGY_RNEW,India,BIOENERGY,4.141
2015,EG_EGY_RNEW,India,HYDROPOWER,31.99
2016,EG_EGY_RNEW,India,HYDROPOWER,32.0
2016,EG_EGY_RNEW,India,BIOENERGY,6.645
2016,EG_EGY_RNEW,India,SOLAR,7.455
2016,EG_EGY_RNEW,India,ALL,67.54
2016,EG_EGY_RNEW,India,WIND,21.44
2017,EG_EGY_RNEW,India,WIND,24.257
2017,EG_EGY_RNEW,India,ALL,77.723
2017,EG_EGY_RNEW,India,SOLAR,13.478
2017,EG_EGY_RNEW,India,BIOENERGY,6.954
2017,EG_EGY_RNEW,India,HYDROPOWER,33.034
2018,EG_EGY_RNEW,India,HYDROPOWER,33.102
2018,EG_EGY_RNEW,India,BIOENERGY,7.405
2018,EG_EGY_RNEW,India,SOLAR,20.053
2018,EG_EGY_RNEW,India,ALL,86.336
2018,EG_EGY_RNEW,India,WIND,25.776
2019,EG_EGY_RNEW,India,WIND,27.117
2019,EG_EGY_RNEW,India,ALL,92.854
2019,EG_EGY_RNEW,India,SOLAR,25.452
2019,EG_EGY_RNEW,India,BIOENERGY,7.393
2019,EG_EGY_RNEW,India,HYDROPOWER,32.892
2020,EG_EGY_RNEW,India,HYDROPOWER,32.927
2020,EG_EGY_RNEW,India,BIOENERGY,7.543
2020,EG_EGY_RNEW,India,SOLAR,28.205
2020,EG_EGY_RNEW,India,ALL,96.288
2020,EG_EGY_RNEW,India,WIND,27.613
2021,EG_EGY_RNEW,India,WIND,28.466
2021,EG_EGY_RNEW,India,ALL,104.522
2021,EG_EGY_RNEW,India,SOLAR,35.298
2021,EG_EGY_RNEW,India,BIOENERGY,7.525
2021,EG_EGY_RNEW,India,HYDROPOWER,33.234
2000,EG_EGY_RNEW,Казахстан,ALL,148.33
2000,EG_EGY_RNEW,Казахстан,SOLAR,0.0
2000,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2000,EG_EGY_RNEW,Казахстан,WIND,0.0
2000,EG_EGY_RNEW,Казахстан,HYDROPOWER,148.33
2001,EG_EGY_RNEW,Казахстан,HYDROPOWER,147.893
2001,EG_EGY_RNEW,Казахстан,WIND,0.0
2001,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2001,EG_EGY_RNEW,Казахстан,SOLAR,0.0
2001,EG_EGY_RNEW,Казахстан,ALL,147.893
2002,EG_EGY_RNEW,Казахстан,SOLAR,0.0
2002,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2002,EG_EGY_RNEW,Казахстан,WIND,0.0
2002,EG_EGY_RNEW,Казахстан,ALL,147.337
2002,EG_EGY_RNEW,Казахстан,HYDROPOWER,147.337
2003,EG_EGY_RNEW,Казахстан,HYDROPOWER,146.594
2003,EG_EGY_RNEW,Казахстан,ALL,146.594
2003,EG_EGY_RNEW,Казахстан,WIND,0.0
2003,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2003,EG_EGY_RNEW,Казахстан,SOLAR,0.0
2004,EG_EGY_RNEW,Казахстан,SOLAR,0.0
2004,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2004,EG_EGY_RNEW,Казахстан,WIND,0.0
2004,EG_EGY_RNEW,Казахстан,ALL,145.794
2004,EG_EGY_RNEW,Казахстан,HYDROPOWER,145.794
2005,EG_EGY_RNEW,Казахстан,HYDROPOWER,143.649
2005,EG_EGY_RNEW,Казахстан,ALL,143.653
2005,EG_EGY_RNEW,Казахстан,WIND,0.0
2005,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2005,EG_EGY_RNEW,Казахстан,SOLAR,0.004
2006,EG_EGY_RNEW,Казахстан,HYDROPOWER,142.264
2006,EG_EGY_RNEW,Казахстан,SOLAR,0.005
2006,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2006,EG_EGY_RNEW,Казахстан,WIND,0.0
2006,EG_EGY_RNEW,Казахстан,ALL,142.269
2007,EG_EGY_RNEW,Казахстан,HYDROPOWER,140.634
2007,EG_EGY_RNEW,Казахстан,ALL,140.671
2007,EG_EGY_RNEW,Казахстан,WIND,0.0
2007,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2007,EG_EGY_RNEW,Казахстан,SOLAR,0.037
2008,EG_EGY_RNEW,Казахстан,SOLAR,0.024
2008,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2008,EG_EGY_RNEW,Казахстан,WIND,0.0
2008,EG_EGY_RNEW,Казахстан,ALL,139.745
2008,EG_EGY_RNEW,Казахстан,HYDROPOWER,139.721
2009,EG_EGY_RNEW,Казахстан,HYDROPOWER,138.09
2009,EG_EGY_RNEW,Казахстан,ALL,138.102
2009,EG_EGY_RNEW,Казахстан,WIND,0.0
2009,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2009,EG_EGY_RNEW,Казахстан,SOLAR,0.012
2010,EG_EGY_RNEW,Казахстан,SOLAR,0.076
2010,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2010,EG_EGY_RNEW,Казахстан,WIND,0.0
2010,EG_EGY_RNEW,Казахстан,ALL,136.775
2010,EG_EGY_RNEW,Казахстан,HYDROPOWER,136.698
2011,EG_EGY_RNEW,Казахстан,HYDROPOWER,134.836
2011,EG_EGY_RNEW,Казахстан,ALL,134.895
2011,EG_EGY_RNEW,Казахстан,WIND,0.0
2011,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2011,EG_EGY_RNEW,Казахстан,SOLAR,0.059
2012,EG_EGY_RNEW,Казахстан,SOLAR,0.142
2012,EG_EGY_RNEW,Казахстан,BIOENERGY,0.0
2012,EG_EGY_RNEW,Казахстан,WIND,0.088
2012,EG_EGY_RNEW,Казахстан,ALL,150.731
2012,EG_EGY_RNEW,Казахстан,HYDROPOWER,150.501
2013,EG_EGY_RNEW,Казахстан,HYDROPOWER,149.201
2013,EG_EGY_RNEW,Казахстан,ALL,150.358
2013,EG_EGY_RNEW,Казахстан,SOLAR,0.909
2013,EG_EGY_RNEW,Казахстан,WIND,0.231
2013,EG_EGY_RNEW,Казахстан,BIOENERGY,0.017
2014,EG_EGY_RNEW,Казахстан,BIOENERGY,0.02
2014,EG_EGY_RNEW,Казахстан,WIND,3.002
2014,EG_EGY_RNEW,Казахстан,SOLAR,4.337
2014,EG_EGY_RNEW,Казахстан,ALL,159.437
2014,EG_EGY_RNEW,Казахстан,HYDROPOWER,152.078
2015,EG_EGY_RNEW,Казахстан,HYDROPOWER,150.121
2015,EG_EGY_RNEW,Казахстан,ALL,162.214
2015,EG_EGY_RNEW,Казахстан,SOLAR,8.05
2015,EG_EGY_RNEW,Казахстан,WIND,4.023
2015,EG_EGY_RNEW,Казахстан,BIOENERGY,0.02
2016,EG_EGY_RNEW,Казахстан,BIOENERGY,0.019
2016,EG_EGY_RNEW,Казахстан,WIND,5.43
2016,EG_EGY_RNEW,Казахстан,SOLAR,8.684
2016,EG_EGY_RNEW,Казахстан,ALL,163.236
2016,EG_EGY_RNEW,Казахстан,HYDROPOWER,149.104
2017,EG_EGY_RNEW,Казахстан,HYDROPOWER,148.867
2017,EG_EGY_RNEW,Казахстан,ALL,164.628
2017,EG_EGY_RNEW,Казахстан,SOLAR,9.58
2017,EG_EGY_RNEW,Казахстан,WIND,6.137
2017,EG_EGY_RNEW,Казахстан,BIOENERGY,0.044
2018,EG_EGY_RNEW,Казахстан,BIOENERGY,0.07
2018,EG_EGY_RNEW,Казахстан,ALL,181.72
2018,EG_EGY_RNEW,Казахстан,WIND,6.551
2018,EG_EGY_RNEW,Казахстан,SOLAR,26.435
2018,EG_EGY_RNEW,Казахстан,HYDROPOWER,148.663
2019,EG_EGY_RNEW,Казахстан,HYDROPOWER,148.12
2019,EG_EGY_RNEW,Казахстан,SOLAR,61.303
2019,EG_EGY_RNEW,Казахстан,ALL,224.685
2019,EG_EGY_RNEW,Казахстан,WIND,15.133
2019,EG_EGY_RNEW,Казахстан,BIOENERGY,0.129
2020,EG_EGY_RNEW,Казахстан,BIOENERGY,0.412
2020,EG_EGY_RNEW,Казахстан,WIND,25.623
2020,EG_EGY_RNEW,Казахстан,ALL,263.311
2020,EG_EGY_RNEW,Казахстан,SOLAR,90.552
2020,EG_EGY_RNEW,Казахстан,HYDROPOWER,146.725
2021,EG_EGY_RNEW,Казахстан,HYDROPOWER,159.701
2021,EG_EGY_RNEW,Казахстан,SOLAR,147.656
2021,EG_EGY_RNEW,Казахстан,ALL,369.133
2021,EG_EGY_RNEW,Казахстан,WIND,60.962
2021,EG_EGY_RNEW,Казахстан,BIOENERGY,0.815
2000,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.106
2000,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.143
2000,EG_EGY_RNEW,Republic of Korea,ALL,34.485
2000,EG_EGY_RNEW,Republic of Korea,SOLAR,0.085
2000,EG_EGY_RNEW,Republic of Korea,WIND,0.15
2000,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2001,EG_EGY_RNEW,Republic of Korea,WIND,0.234
2001,EG_EGY_RNEW,Republic of Korea,SOLAR,0.106
2001,EG_EGY_RNEW,Republic of Korea,ALL,35.94
2001,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.307
2001,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.293
2001,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2002,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2002,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.305
2002,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.469
2002,EG_EGY_RNEW,Republic of Korea,ALL,35.154
2002,EG_EGY_RNEW,Republic of Korea,SOLAR,0.106
2002,EG_EGY_RNEW,Republic of Korea,WIND,0.275
2003,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2003,EG_EGY_RNEW,Republic of Korea,WIND,0.4
2003,EG_EGY_RNEW,Republic of Korea,SOLAR,0.126
2003,EG_EGY_RNEW,Republic of Korea,ALL,34.96
2003,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.262
2003,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.172
2004,EG_EGY_RNEW,Republic of Korea,WIND,0.608
2004,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2004,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.084
2004,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.278
2004,EG_EGY_RNEW,Republic of Korea,ALL,35.158
2004,EG_EGY_RNEW,Republic of Korea,SOLAR,0.189
2005,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.055
2005,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2005,EG_EGY_RNEW,Republic of Korea,WIND,2.067
2005,EG_EGY_RNEW,Republic of Korea,ALL,36.772
2005,EG_EGY_RNEW,Republic of Korea,SOLAR,0.292
2005,EG_EGY_RNEW,Republic of Korea,BIOENERGY,1.357
2006,EG_EGY_RNEW,Republic of Korea,ALL,39.865
2006,EG_EGY_RNEW,Republic of Korea,WIND,3.705
2006,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2006,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,32.987
2006,EG_EGY_RNEW,Republic of Korea,BIOENERGY,2.425
2006,EG_EGY_RNEW,Republic of Korea,SOLAR,0.749
2007,EG_EGY_RNEW,Republic of Korea,BIOENERGY,2.302
2007,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.015
2007,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2007,EG_EGY_RNEW,Republic of Korea,WIND,4.065
2007,EG_EGY_RNEW,Republic of Korea,ALL,41.061
2007,EG_EGY_RNEW,Republic of Korea,SOLAR,1.68
2008,EG_EGY_RNEW,Republic of Korea,BIOENERGY,2.366
2008,EG_EGY_RNEW,Republic of Korea,SOLAR,7.376
2008,EG_EGY_RNEW,Republic of Korea,ALL,49.185
2008,EG_EGY_RNEW,Republic of Korea,WIND,6.281
2008,EG_EGY_RNEW,Republic of Korea,MARINE,0.0
2008,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.162
2009,EG_EGY_RNEW,Republic of Korea,ALL,53.665
2009,EG_EGY_RNEW,Republic of Korea,BIOENERGY,2.398
2009,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.239
2009,EG_EGY_RNEW,Republic of Korea,MARINE,0.021
2009,EG_EGY_RNEW,Republic of Korea,WIND,7.224
2009,EG_EGY_RNEW,Republic of Korea,SOLAR,10.785
2010,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,33.29
2010,EG_EGY_RNEW,Republic of Korea,BIOENERGY,3.288
2010,EG_EGY_RNEW,Republic of Korea,ALL,57.741
2010,EG_EGY_RNEW,Republic of Korea,SOLAR,13.316
2010,EG_EGY_RNEW,Republic of Korea,WIND,7.826
2010,EG_EGY_RNEW,Republic of Korea,MARINE,0.02
2011,EG_EGY_RNEW,Republic of Korea,SOLAR,14.851
2011,EG_EGY_RNEW,Republic of Korea,ALL,67.556
2011,EG_EGY_RNEW,Republic of Korea,BIOENERGY,3.935
2011,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.94
2011,EG_EGY_RNEW,Republic of Korea,MARINE,5.186
2011,EG_EGY_RNEW,Republic of Korea,WIND,8.644
2012,EG_EGY_RNEW,Republic of Korea,MARINE,5.138
2012,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,35.198
2012,EG_EGY_RNEW,Republic of Korea,BIOENERGY,3.969
2012,EG_EGY_RNEW,Republic of Korea,ALL,74.288
2012,EG_EGY_RNEW,Republic of Korea,SOLAR,20.635
2012,EG_EGY_RNEW,Republic of Korea,WIND,9.348
2013,EG_EGY_RNEW,Republic of Korea,WIND,11.497
2013,EG_EGY_RNEW,Republic of Korea,ALL,86.424
2013,EG_EGY_RNEW,Republic of Korea,SOLAR,31.043
2013,EG_EGY_RNEW,Republic of Korea,BIOENERGY,3.822
2013,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.971
2013,EG_EGY_RNEW,Republic of Korea,MARINE,5.09
2014,EG_EGY_RNEW,Republic of Korea,WIND,12.105
2014,EG_EGY_RNEW,Republic of Korea,MARINE,5.044
2014,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.95
2014,EG_EGY_RNEW,Republic of Korea,BIOENERGY,11.877
2014,EG_EGY_RNEW,Republic of Korea,SOLAR,49.076
2014,EG_EGY_RNEW,Republic of Korea,ALL,113.052
2015,EG_EGY_RNEW,Republic of Korea,MARINE,5.001
2015,EG_EGY_RNEW,Republic of Korea,WIND,16.61
2015,EG_EGY_RNEW,Republic of Korea,ALL,141.519
2015,EG_EGY_RNEW,Republic of Korea,SOLAR,70.894
2015,EG_EGY_RNEW,Republic of Korea,BIOENERGY,14.286
2015,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.729
2016,EG_EGY_RNEW,Republic of Korea,ALL,182.298
2016,EG_EGY_RNEW,Republic of Korea,WIND,20.795
2016,EG_EGY_RNEW,Republic of Korea,MARINE,4.97
2016,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.789
2016,EG_EGY_RNEW,Republic of Korea,BIOENERGY,33.999
2016,EG_EGY_RNEW,Republic of Korea,SOLAR,87.745
2017,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.73
2017,EG_EGY_RNEW,Republic of Korea,MARINE,4.95
2017,EG_EGY_RNEW,Republic of Korea,WIND,23.587
2017,EG_EGY_RNEW,Republic of Korea,ALL,222.128
2017,EG_EGY_RNEW,Republic of Korea,SOLAR,113.279
2017,EG_EGY_RNEW,Republic of Korea,BIOENERGY,45.582
2018,EG_EGY_RNEW,Republic of Korea,SOLAR,156.724
2018,EG_EGY_RNEW,Republic of Korea,ALL,269.956
2018,EG_EGY_RNEW,Republic of Korea,WIND,27.478
2018,EG_EGY_RNEW,Republic of Korea,MARINE,4.935
2018,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.638
2018,EG_EGY_RNEW,Republic of Korea,BIOENERGY,46.181
2019,EG_EGY_RNEW,Republic of Korea,ALL,348.497
2019,EG_EGY_RNEW,Republic of Korea,BIOENERGY,49.079
2019,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.92
2019,EG_EGY_RNEW,Republic of Korea,MARINE,4.942
2019,EG_EGY_RNEW,Republic of Korea,WIND,28.84
2019,EG_EGY_RNEW,Republic of Korea,SOLAR,230.717
2020,EG_EGY_RNEW,Republic of Korea,BIOENERGY,41.267
2020,EG_EGY_RNEW,Republic of Korea,ALL,393.702
2020,EG_EGY_RNEW,Republic of Korea,SOLAR,281.124
2020,EG_EGY_RNEW,Republic of Korea,WIND,31.552
2020,EG_EGY_RNEW,Republic of Korea,MARINE,4.928
2020,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,34.83
2021,EG_EGY_RNEW,Republic of Korea,SOLAR,350.386
2021,EG_EGY_RNEW,Republic of Korea,ALL,470.098
2021,EG_EGY_RNEW,Republic of Korea,BIOENERGY,46.305
2021,EG_EGY_RNEW,Republic of Korea,HYDROPOWER,35.523
2021,EG_EGY_RNEW,Republic of Korea,MARINE,4.93
2021,EG_EGY_RNEW,Republic of Korea,WIND,32.955
2000,EG_EGY_RNEW,Кыргызстан,ALL,596.412
2000,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,596.412
2001,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,590.873
2001,EG_EGY_RNEW,Кыргызстан,ALL,590.873
2002,EG_EGY_RNEW,Кыргызстан,ALL,585.56
2002,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,585.56
2003,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,579.606
2003,EG_EGY_RNEW,Кыргызстан,ALL,579.606
2004,EG_EGY_RNEW,Кыргызстан,ALL,572.976
2004,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,572.976
2005,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,566.789
2005,EG_EGY_RNEW,Кыргызстан,ALL,566.789
2006,EG_EGY_RNEW,Кыргызстан,ALL,560.991
2006,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,560.991
2007,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,556.059
2007,EG_EGY_RNEW,Кыргызстан,ALL,556.059
2008,EG_EGY_RNEW,Кыргызстан,ALL,550.79
2008,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,550.79
2009,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,543.804
2009,EG_EGY_RNEW,Кыргызстан,ALL,543.804
2010,EG_EGY_RNEW,Кыргызстан,ALL,558.776
2010,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,558.776
2011,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,553.191
2011,EG_EGY_RNEW,Кыргызстан,ALL,553.191
2012,EG_EGY_RNEW,Кыргызстан,ALL,545.371
2012,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,545.371
2013,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,624.436
2013,EG_EGY_RNEW,Кыргызстан,ALL,624.436
2014,EG_EGY_RNEW,Кыргызстан,ALL,631.344
2014,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,631.344
2015,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,621.557
2015,EG_EGY_RNEW,Кыргызстан,ALL,621.557
2016,EG_EGY_RNEW,Кыргызстан,ALL,610.933
2016,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,610.933
2017,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,602.588
2017,EG_EGY_RNEW,Кыргызстан,ALL,602.588
2018,EG_EGY_RNEW,Кыргызстан,ALL,590.199
2018,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,590.199
2019,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,580.852
2019,EG_EGY_RNEW,Кыргызстан,ALL,580.852
2020,EG_EGY_RNEW,Кыргызстан,ALL,572.323
2020,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,572.323
2021,EG_EGY_RNEW,Кыргызстан,HYDROPOWER,564.284
2021,EG_EGY_RNEW,Кыргызстан,ALL,564.284
2000,EG_EGY_RNEW,Mexico,WIND,0.174
2000,EG_EGY_RNEW,Mexico,ALL,111.041
2000,EG_EGY_RNEW,Mexico,SOLAR,0.143
2000,EG_EGY_RNEW,Mexico,HYDROPOWER,98.627
2000,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.736
2000,EG_EGY_RNEW,Mexico,BIOENERGY,3.361
2001,EG_EGY_RNEW,Mexico,BIOENERGY,4.729
2001,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.431
2001,EG_EGY_RNEW,Mexico,HYDROPOWER,97.118
2001,EG_EGY_RNEW,Mexico,SOLAR,0.151
2001,EG_EGY_RNEW,Mexico,ALL,110.6
2001,EG_EGY_RNEW,Mexico,WIND,0.171
2002,EG_EGY_RNEW,Mexico,WIND,0.178
2002,EG_EGY_RNEW,Mexico,ALL,108.961
2002,EG_EGY_RNEW,Mexico,SOLAR,0.159
2002,EG_EGY_RNEW,Mexico,HYDROPOWER,95.613
2002,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.353
2002,EG_EGY_RNEW,Mexico,BIOENERGY,4.657
2003,EG_EGY_RNEW,Mexico,BIOENERGY,4.647
2003,EG_EGY_RNEW,Mexico,GEOTHERMAL,9.372
2003,EG_EGY_RNEW,Mexico,HYDROPOWER,94.289
2003,EG_EGY_RNEW,Mexico,SOLAR,0.156
2003,EG_EGY_RNEW,Mexico,ALL,108.641
2003,EG_EGY_RNEW,Mexico,WIND,0.176
2004,EG_EGY_RNEW,Mexico,WIND,0.173
2004,EG_EGY_RNEW,Mexico,ALL,115.916
2004,EG_EGY_RNEW,Mexico,SOLAR,0.154
2004,EG_EGY_RNEW,Mexico,HYDROPOWER,101.716
2004,EG_EGY_RNEW,Mexico,GEOTHERMAL,9.236
2004,EG_EGY_RNEW,Mexico,BIOENERGY,4.637
2005,EG_EGY_RNEW,Mexico,BIOENERGY,4.581
2005,EG_EGY_RNEW,Mexico,GEOTHERMAL,9.104
2005,EG_EGY_RNEW,Mexico,HYDROPOWER,100.51
2005,EG_EGY_RNEW,Mexico,SOLAR,0.152
2005,EG_EGY_RNEW,Mexico,ALL,114.517
2005,EG_EGY_RNEW,Mexico,WIND,0.171
2006,EG_EGY_RNEW,Mexico,WIND,0.945
2006,EG_EGY_RNEW,Mexico,ALL,115.636
2006,EG_EGY_RNEW,Mexico,SOLAR,0.15
2006,EG_EGY_RNEW,Mexico,HYDROPOWER,101.041
2006,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.981
2006,EG_EGY_RNEW,Mexico,BIOENERGY,4.519
2007,EG_EGY_RNEW,Mexico,BIOENERGY,4.469
2007,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.864
2007,EG_EGY_RNEW,Mexico,HYDROPOWER,106.895
2007,EG_EGY_RNEW,Mexico,SOLAR,0.175
2007,EG_EGY_RNEW,Mexico,ALL,121.336
2007,EG_EGY_RNEW,Mexico,WIND,0.933
2008,EG_EGY_RNEW,Mexico,WIND,0.921
2008,EG_EGY_RNEW,Mexico,ALL,117.792
2008,EG_EGY_RNEW,Mexico,SOLAR,0.173
2008,EG_EGY_RNEW,Mexico,HYDROPOWER,104.235
2008,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.78
2008,EG_EGY_RNEW,Mexico,BIOENERGY,3.683
2009,EG_EGY_RNEW,Mexico,BIOENERGY,2.927
2009,EG_EGY_RNEW,Mexico,GEOTHERMAL,8.69
2009,EG_EGY_RNEW,Mexico,HYDROPOWER,103.323
2009,EG_EGY_RNEW,Mexico,SOLAR,0.226
